吖	口丫
陡	⻖土龰
餖	飠一口䒑
饾	饣一口䒑
鬥	𩰋𩰊
鬦	鬥斗
鬪	鬥豆寸
鬬	鬥𠁁斤
鬭	鬥𠁁斤
𠍄	亻𠁁
𠱑	口大口
𠾇	口厂豆寸
𡂛	口門一口䒑
𡂝	口士⺫貝
𡆏	口門𠁁斤
𡙬	大亻{隹右}口
𡟳	女𠁁
𢦍	戈丿
𢭃	扌一口䒑
𣁵	羊斗
𣂮	𠆢一月刂斤
𣘛	木丿𠄌コ白儿
𣭗	毛口又
𤀨	氵宀八𠆢一月刂
𤅋	氵宀八士⺫貝
𤝈	犭殳
𤞟	犭一口䒑
𤾒	白田冖几
𥆖	目一口䒑
𥉝	目𠁁
𥥷	宀八一口䒑
𥺉	米一口䒑
𦄓	糹丿𠄌白コ几
𦆘	糹白臼儿
𧏆	臣斗虫
𧘞	衤斗
𧡸	𠁁見
𧮡	訁宀八士⺫貝
𧯞	豆斤
𧯠	豆句
𧯤	豆乍
𧱓	豕龙丿丿
𨁋	𧾷一口䒑
𨥪	金十丶丶丶
𨪐	金𠁁
𨴜	門𠂇月
𨶜	門豆斗
𨹜	⻖一口䒑
𩊪	革一口䒑
𩑯	斗頁
𩔡	𠁁頁
𩮷	E𠫔彡丿𠄌コ白儿
𩳈	自鬼
𪌉	來{夊}斗
𪐺	{里}灬禾
㡯	广丿七
㱩	歹十乛大⺀
㸿	牜士冖几
㾄	疒由
䀾	石又目
䄍	礻卄一日
䅊	禾广丿七
䈞	竹亠口日
䐗	⺼耂日
䓯	艹龶母
䙱	衤尸⺢⺫勹虫
䟻	𧾷𠆢一朩
䢱	辶士⺫貝
䪅	革⺫勹虫
䫳	⺫勹虫頁
䮷	馬⺫勹虫
䲧	土鳥
凟	冫士⺫貝
剢	豖刂
匵	匚士⺫貝
厾	⺄去
嘟	口耂日⻏
堵	土耂日
妒	女户
妬	女石
姤	女𠂆一口
嬻	女士⺫貝
度	广廿又
斁	⺫土丷干攵
晵	户攵日
暏	日耂日
杜	木土
椟	木十乛大⺀
櫝	木士⺫貝
殬	歹⺫土丷干
殰	歹士⺫貝
涜	氵士冖儿
渡	氵广廿又
牍	片十乛大⺀
牘	片士⺫貝
犊	牜十乛大⺀
犢	牜士⺫貝
独	犭虫
獨	犭⺫勹虫
琽	𤣩耂日
瓄	𤣩士⺫貝
皾	士⺫貝皮
督	上小又目
睹	目耂日
秺	禾宀丿七
竺	竹二
笃	竹马
篤	竹馬
肚	⺼土
芏	艹土
荰	艹木土
螙	木虫虫
蠧	士冖石虫虫
蠹	𰀉冖石虫虫
裻	上小又衣
覩	耂日見
読	訁士冖儿
讀	訁士⺫貝
讟	訁士⺫貝亠二口
豄	谷士⺫貝
賭	貝耂日
贕	卵士⺫貝
赌	贝耂日
醏	酉耂日
錖	上小又金
鍍	金广廿又
鑟	金士⺫貝
镀	钅广廿又
闍	門耂日
阇	门耂日
靯	革土
韇	革士⺫貝
韣	𫝀口㐄⺫勹虫
韥	𫝀口㐄士⺫貝
顿	屯页
騳	馬馬
髑	冎⺼⺫勹虫
黩	{里}灬十乛大⺀
黷	{里}灬士⺫貝
𠉩	亻龶母
𠠔	士⺫貝刀
𠠠	士⺫貝刃
𠣰	勹耂日
𡍨	土广廿又
𡎉	耂日土
𡝜	女𠂆古
𢉜	广耂日
𢝂	忄龶母
𢷺	扌士⺫貝
𢽚	豖⺊又
𢾀	耂日⺊又
𢾅	广廿又攵
𣧃	歹丿七
𣨲	歹广廿又
𣫔	士冖一殳豖
𣰬	毛士⺫貝
𤚚	牜龶母
𤚡	牜广廿又
𤫻	止𣥂瓜
𤬂	上小又瓜
𤬪	土瓦
𤴱	疒丿七
𤵊	疒屯
𤶮	疒一内七
𥀁	耂日皮
𥀲	皮士⺫貝
𥃾	目土
𥑯	石{屯}
𥓇	夕止石
𥓍	上小又石
𥖠	石⺫勹虫
𥖿	石士⺫貝
𥝟	禾土
𥝾	禾厂丿七
𥯖	竹广廿又
𥲗	竹⻖宀一龰
𥳉	竹耂日⻏
𥳲	竹⻖日立
𦌷	罒士⺫貝
𦏕	羊⺫勹虫
𦘴	⺼丿七
𦙋	⺼𠂉𠤎
𦚈	⺼石
𦛯	石又月
𦡄	⺼耂日⻏
𦳔	艹广廿又
𦺇	艹氵龶母
𦺥	艹耂日⻏
𧁿	艹犭⺫勹虫
𧋌	𰀉冖虫
𧐰	冂又⺫勹虫
𧑠	虫𰀉冖石
𧔬	虫𰀉冖石木
𧛔	衤龶母
𧞹	士冖殳豕衣
𧰵	豖殳
𧷿	貝耂日⻏
𧾥	土龰士⺫貝
𨂭	𧾷龶母
𨋈	車水
𨍛	車龶母
𨏔	車士⺫貝
𨽍	⻖士⺫貝
𩞾	飠⺫勹虫
𩥋	馬馬
𩧈	馬士⺫貝
𩨳	出冎⺼
𩩮	冎⺼广廿又
𩵚	魚土
𪍹	來{夊}⺫勹虫
𪐞	{里}灬丿七
㫁	𠃊幺幺兀斤
㱭	歹{段-殳}殳
䠪	𧾷𠃊幺幺{一}幺幺
偳	亻山而
剬	山而刂
塅	土{段-殳}殳
媏	女山而
断	𠃊米斤
斷	𠃊幺幺{一}幺幺斤
椴	木{段-殳}殳
段	{段-殳}殳
毈	卵{段-殳}殳
煅	火{段-殳}殳
瑖	𤣩{段-殳}殳
短	矢一口䒑
碫	石{段-殳}殳
端	立山而
簖	竹𠃊米斤
籪	竹𠃊幺幺{一}幺幺斤
緞	糹{段-殳}殳
缎	纟{段-殳}殳
耑	山而
腶	⺼{段-殳}殳
葮	艹{段-殳}殳
褍	衤山而
躖	𧾷𠃎幺幺𠃎幺幺
鍛	金{段-殳}殳
鍴	金山而
锻	钅{段-殳}殳
𠡱	⺌旦力
𢯫	扌{段-殳}殳
𢷖	扌𠃊幺幺{一}幺幺
𣠭	木山幺幺山幺幺
𥠄	禾山而
𥵣	竹立山而
𦾸	艹立山而
𧤗	⺈用山而
𧶲	貝山而
𨱚	E𠫔殳
𨺣	⻖{段-殳}殳
𩏇	𫝀口㐄{段-殳}殳
𩤚	馬山而
𩤣	馬{段-殳}殳
㙂	土丷兄
㟋	山丷兄
㠚	山业⺷寸
㬣	日业⺷寸
㳔	氵又寸
㵽	氵田田田
䇏	立亠口子
䇤	竹一内
䔪	艹大人人人人
䨴	雨业⺷寸
䨺	雨云雨云雨云
䬈	風丷兄
䬽	飠丷兄
䯟	冎⺼丷豕
兊	公儿
兌	八兄
兑	丷兄
啍	口亠口子
垖	土丿㠯
堆	土亻{隹右}
塠	土辶丿㠯
对	又寸
対	文寸
對	业⺷寸
怼	又寸心
憝	亠口子攵心
憞	忄亠口子攵
懟	业⺷寸心
敓	八兄攵
敚	丷兄攵
敦	亠口子攵
杸	木殳
濧	氵业⺷寸
濻	氵⻖中一貝
瀢	氵辶中一貝
瀩	氵禾几頁
痽	疒亻{隹右}
碓	石亻{隹右}
磓	石辶丿㠯
祋	礻殳
綐	糹丷兄
薱	艹业⺷寸
譈	訁亠口子攵
譵	訁业⺷寸
轛	車业⺷寸
追	辶丿㠯
鐓	金亠口子攵
鐜	亠口子攵金
镦	钅亠口子攵
队	⻖人
陮	⻖亻{隹右}
隊	⻖丷豕
頧	丿㠯頁
鴭	丿㠯鳥
𠂤	丿㠯
𠏮	亻业⺷寸
𠜑	八兄刂
𠡒	丿㠯力
𠦗	十㠯
𠫨	厶厶凡
𡁨	业⺷寸口
𡏩	丿㠯土人人
𡑈	千艹士丿㠯
𡜥	女丿㠯
𡷋	山公儿
𡼻	千艹一凵丿㠯
𢆻	幺幺几
𢈹	广丿㠯十
𢟋	忄辶丿㠯
𣝉	木业⺷寸
𣪌	豆殳
𤄛	氵鬼亻{隹右}
𤤷	𤣩丿㠯
𤧫	𤣩辶丿㠯
𤮩	亠口日人人干瓦
𤷎	疒丿㠯十
𤹵	疒𤰔㇀丶寸
𥑵	石丿㠯
𥹲	米八兄
𦞱	肉鬼
𦡷	⺼业⺷寸
𦶏	艹⻖亻{隹右}
𧧆	訁丿㠯
𨬍	金⻖𠂇工月
𨹅	⻖丿㠯
𩄮	雨辶艮
𩅆	雨辶日夂
𩅥	雨⻖丷豕
𩅲	雨巾丷豕
𩈁	⻖丷豕非
𩈜	面丿㠯
𩊭	革八兄
𩐌	⻖丷豕韭
𩜀	飠千艹士
𩨽	冎⺼丿㠯
𪌤	來{夊}丿㠯
𪒛	{里}灬⻖丷豕
㬿	月亠口子攵
䤜	金{⿻𠤎一}
伅	亻屯
吨	口屯
噸	口屯頁
囤	囗屯
坉	土屯
墩	土亠口子攵
墪	亠口子攵土
墫	土丷酉寸
庉	广屯
忳	忄屯
惇	忄亠口子
撉	亠口子攵手
撴	扌亠口子攵
楯	木𠂆十目
橔	木亠口子攵
沌	氵屯
潡	氵亠口子攵
炖	火屯
燉	火亠口子攵
犜	牜亠口子攵
獤	犭亠口子攵
盹	目屯
盾	𠂆十目
砘	石屯
碷	石𠂆十目
礅	石亠口子攵
蜳	虫亠口子
趸	万足
踲	𧾷𠂆十目
蹾	𧾷亠口子攵
躉	艹田冂一丶足
逇	辶土也
遁	辶𠂆十目
遯	辶⺼豕
鈍	金屯
钝	钅屯
頓	屯頁
驐	馬亠口子攵
𠎻	亻辶𠂆十目
𡆰	囗{⿻𠤎一}
𡼖	亠口子攵山
𢬼	扌囗屯
𣎴	一𠆢丨
𣗁	石木石
𣚪	木亠{亦下}千止
𣞇	訁亠二口木
𤟢	𠂆十目犬
𤭞	亠口子瓦
𥂦	亠口子攵皿
𥫬	竹{⿻𠤎一}
𥫱	竹屯
𥭒	竹囗屯
𦪔	舟亠口子攵
𦰭	艹辶屯
𦼿	艹屯頁
𧝗	亠口子攵衣
𧿗	{犭}足
𩔂	彑𧰨頁
𩞤	亠口子攵𠆢丶艮
㔍	竹目廾刂
㖼	口甘木
㙍	土又又又又
㙐	土山而
㛆	女乃木
㛊	女𠘧木
㣞	彳八允
㥩	忄耂日
㧷	扌天口
㻔	𤣩千艹士
㻧	𤣩夕㐄木
䅜	禾千艹士
䍴	{羊}禾女
䐾	⺼⺫土丷干
䑨	舟𠂉也
䒳	艹𠘧木
䙃	衤𠂇工月
䙟	衤囗𫝀口㐄
䙤	衤辶冎口
䠤	𧾷口口田十
䤪	金𠘧木
䤻	金𠂇工月
䩔	革殳
䩣	革𠆢一朩
䫂	夕夕頁
䯬	亠口囗口口十口口田十
䲊	魚⻖𠂇工月
亸	亠口了丷田十
凙	冫⺫土丷干
刴	乃木刂
剁	𠘧木刂
剟	又又又又刂
剫	广廿又刂
咄	口出
哆	口夕夕
哚	口𠘧木
喥	口广廿又
嚉	口业⺷寸
嚲	亠口子口口田十
垛	土𠘧木
垜	土乃木
埵	土千艹士
堕	⻖𠂇月土
墮	⻖𠂇工月土
墯	忄𠂇工月土
多	夕夕
夛	彐夕
夺	大寸
奪	大亻{隹右}寸
媠	女𠂇工月
尮	尢乃木
崜	山千艹士
惰	忄𠂇工月
憜	忄⻖𠂇工月
挅	扌乃木
挆	扌𠘧木
掇	扌又又又又
敠	又又又又⺊又
敪	又又又又攵
朵	𠘧木
朶	乃木
杝	木也
柁	木宀匕
柂	木𠂉也
柮	木出
桗	木乃木
毲	又又又又毛
沰	氵石
沲	氵𠂉也
畓	水田
痥	疒丷兄
綞	糹千艹士
缍	纟千艹士
舵	舟宀匕
裰	衤又又又又
趓	土龰𠘧木
跥	𧾷乃木
跺	𧾷𠘧木
踱	𧾷广廿又
躱	身乃木
躲	身𠘧木
軃	身口口田十
鈬	金尺
鐸	金⺫土丷干
铎	钅又𰀁
陊	⻖夕夕
陏	⻖𠂇月
隋	⻖𠂇工月
隓	⻖𠂇工𠂇工
隳	⻖𠂇工月𠆢⺗
飿	飠出
饳	饣出
馱	馬大
駄	馬太
驮	马大
鬌	E𠫔彡𠂇工月
鵽	又又又又鳥
𠛫	夕夕刂
𡌭	又又又又土
𡓉	飠𠂇月土
𡓷	飠𠂇工月土
𡶲	山乃木
𡺇	山⻖丿㠯
𢜬	忄广廿又
𢳽	扌禾刂又又
𢼠	八𠂈乚攵
𢿎	白冫丿丶十⺊又
𣑧	刃木土
𣧷	歹𠘧木
𣵺	氵阝𠂉也
𣵻	氵⻖宀匕
𤋨	火𠂇工丑
𤌃	火𠂇工月
𤛛	牜亻丨攵⺝
𤢕	⺫土丷干犬
𤤸	𤣩𠘧木
𤬾	𠘧木瓦
𥞛	禾𠘧木
𥬲	竹𠘧木
𥳔	竹⻖𠂇工月
𥿰	糹乃木
𦍦	羊出
𦕰	耳𠘧木
𦖋	耳千艹士
𧊱	虫乃木
𧙤	衤乃木
𧢵	⺈用丂
𧧇	訁乃木
𧩧	訁广廿又
𧱫	豕𠂇工月
𨀟	𧾷广丿七
𨆅	𧾷⺫土丷干
𨉡	身千艹士
𨦃	金乃木
𨲉	E𠫔千艹士
𨹃	⻖乃木
𩃒	雨千艹士
𩊜	革𠘧木
𩍜	革⺫土丷干
𩎫	𫝀口㐄𠘧木
𩑒	丿七頁
𩢎	馬出
𩬻	E𠫔彡𠘧木
𩿩	出鳥
𪃒	广廿又鳥
𪘉	止凵人人一人人𠘧木
㓵	口口一丂刂
㔩	勹去皿
㕎	厂去皿
㖾	口口屰
㗁	口口口一丂
㟧	山口口一丂
㠋	山口口口一丂
㡋	巾大电
㦍	忄口口屰
㧖	扌户乙
㩵	扌虍鬲犬
㮙	木口口一丂
㱦	歹大可
㷈	火大电
㼂	𦥑㇉一丿玉
㼢	𦣞瓦
㼰	{卑上}十瓦
䄉	礻我
䆓	宀八允
䑥	舟及
䑪	舟𠆢一口
䓊	艹五口
䔾	艹扌曰勹𠃊人
䕏	艹𦍌我
䖸	我虫
䙳	覀火
䛖	訁曳
䝈	豕厂㔾
䞩	土龰𠆢一口
䣞	口口屰⻏
䩹	革鬲
䫷	噩頁
䱮	魚丰刀大
䳗	鳥我
䳘	鳥我
䳬	革鳥
俄	亻我
偔	亻口口一丂
僫	亻亞心
匎	勹大电
卾	口口一丂卩
厄	厂㔾
吪	口亻𠤎
呃	口厂㔾
呝	口户乙
咢	口口一丂
哦	口我
噁	口亞心
噩	王口口口口
囮	囗亻𠤎
垩	亚土
堊	亞土
堮	土口口一丂
妸	女可
妿	力口女
姶	女𠆢一口
娥	女我
娿	⻖可女
婀	女⻖可
屙	尸⻖可
岋	山及
峉	山夂口
峨	山我
峩	山我
崿	山口口一丂
廅	广去皿
恶	亚心
悪	亜心
惡	亞心
愕	忄口口一丂
戹	户乙
扼	扌厂㔾
搕	扌去皿
搤	扌丷一八皿
搹	扌鬲
擜	扌十冂丷干犬
敋	夂口攵
枙	木厂㔾
櫮	木噩
歞	日幺幺灬欠
歺	⺊夕
涐	氵我
湂	氵口口一丂
珴	𤣩我
琧	亞玉
痾	疒⻖可
皒	白我
睋	目我
砈	石厂㔾
砐	石及
砨	石户乙
硆	石𠆢一口
磀	石辶屰
礘	石日幺幺灬
腭	⺼口口一丂
苊	艹厂㔾
莪	艹我
萼	艹口口一丂
蕚	艹口口口一丂
蚅	虫厂㔾
蛾	虫我
蝁	亞虫
覨	口口一丂見
訛	訁亻𠤎
誐	訁我
諤	訁口口一丂
譌	訁爲
讍	訁噩
讹	讠亻𠤎
谔	讠口口一丂
豟	豕户乙
軛	車厂㔾
軶	車户乙
轭	车厂㔾
迗	辶天
遌	辶口口一丂
遏	辶曰勹𠃊人
遻	辶口口屰
鄂	口口一丂⻏
鈋	金亻𠤎
鈪	金厂㔾
鋨	金我
鍔	金口口一丂
鑩	金噩
锇	钅我
锷	钅口口一丂
閼	門方𠆢⺀
阏	门方𠆢⺀
阨	⻖厂㔾
阸	⻖户乙
頋	厂㔾頁
頞	宀女頁
頟	夂口頁
額	宀夂口頁
顎	口口一丂頁
颚	口口一丂页
额	宀夂口页
餓	飠我
餩	飠𠆢亠{丩}人
饿	饣我
騀	馬我
魤	魚亻𠤎
鰐	魚口口一丂
鰪	魚去皿
鱷	魚噩
鳄	鱼口口一丂
鵈	耳鳥
鵝	我鳥
鵞	我鳥
鶚	口口一丂鳥
鹅	我鸟
鹗	口口一丂鸟
齃	自田丌曰勹𠃊人
齶	止凵人人一人人口口一丂
𠥍	匚⻖可
𠥕	匚去皿
𠥜	匚曰勹𠃊人欠
𠰜	口{乎}
𠱥	口十廾
𠱫	立丿囗
𠷸	口士口䒑
𡀾	口日幺幺灬
𡅅	口宀夂口頁
𡅡	噩夂口
𡪑	宀口口口丂
𡪗	宀爿一𠆢一口
𡴯	山乙
𡹣	山⻖可
𡾙	山噩
𢃲	巾革
𢨡	禾戈虫虫
𢼚	户乙攵
𢼛	夂口⺊又
𣄰	旡可
𣘨	木衣可
𣢛	戶乙欠
𣤲	噩欠
𣦵	⺊冂{一}
𤂷	氵門方𠆢⺀
𤎣	火艹大电
𤡾	亞心犬
𤪄	𤣩罒大电
𤭼	日习习瓦
𤸱	疒去皿
𤻜	疒艹去皿
𥋙	目业丷一未
𥑺	石屰
𥑾	石十廾
𥓈	石十廾十
𥔲	石口口一丂
𥯳	竹口口一丂
𦊪	冂乂乂𠆢一口
𦛅	肉宀女
𧊜	虫屰
𧊧	𠆢一口虫
𧌄	虫大电
𧍬	虫𠆢一口廾
𧒎	我虫虫
𧔼	虫虫虫戈
𧙃	衣可
𧚄	衤我
𧠞	戶乙見
𧢽	⺈用亻𠤎
𧨟	亠二口亠二口
𧭪	訁卄一𠆢𠆢丨𠆢𠆢丨
𧼎	土龰大电
𧽶	土龰爲
𧿕	𧾷亻𠤎
𨂁	𧾷大电
𨃃	𧾷曰勹𠃊人
𨌧	車大电
𨤕	釆大电
𨵌	門⻖可
𨶯	門{里}灬
𨸷	丿{㠯}戶乙
𨺨	⻖口口一丂
𩇠	龶⺝去皿
𩉴	革𠂆㔾
𩊢	革歹匕
𩋊	革大电
𩋽	革宀夂口
𩐰	立日𠆢亠{丩}人
𩑁	立日爲
𩒕	屰頁
𩒰	我頁
𩕟	业丷一未頁
𩕬	自田丌頁
𩖀	夫目目頁
𩚬	飠戶乙
𩣣	我馬
𩤩	宀夂口馬
𩨮	山厂冎⺼
𩪤	冎⺼业丷一未
𩸇	亞魚
𩸋	魚亞
𩸖	亞魚
𪀝	屰鳥
𪅴	亞心鳥
𪘊	止凵人人一人人夂口
𪘐	止凵人人一人人我
𪙯	亠𠂇丨丨{主一}止凵人人一人人
誒	訁厶矢
诶	讠厶矢
䅰	禾因心
䊐	米日匕匕
䬶	飠艮
䭓	飠山一口䒑
䭡	飠爫工彐心
奀	不大
峎	山艮
恩	因心
摁	扌因心
煾	火因心
蒽	艹因心
𡟯	女因心
𡵖	山火
𡷐	山艮
𤫹	六𠆢瓜
鞥	革𠆢一口廾
㒃	亻弋二貝
㖇	口而
㚷	女𠆢小
㛅	女耳
㜨	女尸八小牛
㢽	弓弓耳
㧫	扌而
㮕	木而大
䋙	糹耳
䋩	糹臼儿
䌺	⺰耳
䎟	女而
䎠	丸而
䎶	耳申
䏪	⺼耳
䣵	酉耳
䮘	馬臼儿
二	一一
佴	亻耳
侕	亻而
儿	丿乚
児	丨日儿
兒	臼儿
刵	耳刂
咡	口耳
唲	口臼儿
尒	𠆢小
尓	𠂉小
尔	⺈小
峏	山而
弍	弋二
弐	弋一二
杒	木刃
栭	木而
栮	木耳
梕	木刃心
樲	木弋二貝
毦	耳毛
洏	氵而
洱	氵耳
爾	{一}巾乂乂乂乂八
珥	𤣩耳
粫	米而
而	丆冂丨丨
耏	而彡
耳	目一丨
聏	耳而
胹	⺼而
荋	艹而
薾	艹{一}巾乂乂乂乂八
衈	丿皿耳
袻	衤而
誀	訁耳
貮	弋一貝
貳	弋二貝
贰	弋二贝
趰	土龰{一}巾乂乂乂乂八
輀	車而
轜	車雨而
迩	辶⺈小
邇	辶{一}巾乂乂乂乂八
鉺	金耳
铒	钅耳
陑	⻖而
隭	⻖雨而
餌	飠耳
饵	饣耳
駬	馬耳
髵	E𠫔彡而
髶	E𠫔彡耳
鮞	魚而
鲕	鱼而
鴯	而鳥
鸸	而鸟
𠚧	二刂
𡦕	子𤰔㇀丶寸
𢀪	工帀人人人人
𢄽	巾弋二貝
𣧹	歹耳
𣩚	歹耳占
𤽓	白{上+一}
𥅡	目而
𦓓	瓦而
𦓔	而而
𦖢	耳立日
𦗼	𠆢一口口人人耳
𧌣	刀虫虫
𩚪	飠示
𩰴	鬲而
𩱊	鬲而火
𩱓	弓弓鬲耳
𪐰	文{里}灬
𪕔	臼{鼠下}耳
𪕨	臼{鼠下}臼儿
㕹	口𠂇丶又
㘺	土亻戈
㛲	女頁
㳒	氵大厶
䂲	去力石
䇅	立戈
䒥	艹一巾
䣹	酉亻戈
乏	丿之
伐	亻戈
佱	𠆢一正
傠	亻訁寸
冹	冫𠂇丶又
发	{𠃊丿}丶又
坺	土𠂇丶又
垡	亻戈土
墢	土癶弓殳
姂	女乏
峜	山𠆢止
彂	业弓矢
栰	木亻戈
橃	木癶弓殳
沷	氵𠂇丶又
法	氵去
浌	氵亻戈
灋	氵广コ〢㇉一灬去
珐	𤣩去
琺	𤣩氵去
発	癶二儿
發	癶弓殳
瞂	𠂆十目𠂇丶又
砝	石去
笩	竹亻弋
筏	竹亻戈
罚	罒讠刂
罰	罒訁刂
罸	罒訁寸
茷	艹亻戈
蕟	艹癶弓殳
藅	艹罒訁刂
酦	酉{𠃊丿}丶又
醗	酉癶二儿
醱	酉癶弓殳
鍅	金氵去
閥	門亻戈
阀	门亻戈
髪	E𠫔彡𠂇又
髮	E𠫔彡𠂇丶又
𠞵	⺫亻戈刂
𠲎	口亻戈
𤇰	亻戈火
𤣹	𤣩尹
𤿓	㐅㐅皮
𥎰	矢去
𥩱	立亻戈
𦪑	舟癶弓殳
𧬋	訁癶弓殳
𨀳	𧾷亻戈
𨋺	臼車
㕨	口凡
㜶	女⺈口匕匕兔
㝃	子⺈𫩏儿
㠶	巾丿几
㤆	忄𠂆又
㴀	氵艹乏
㶗	𠂉母糸白水
㸋	𱼀火釆田
㺕	犭釆田
㼝	夕㔾瓦
㽹	疒𠂆又
䀀	氵㔾皿
䀟	目弗
䉊	竹厶大車
䉒	竹釆田
䊩	米釆田
䋣	𠂉母糸
䋦	糹𠂉母
䌓	𠂉母殳糸
䐪	⺼亻{隹右}乃
䒦	艹乏
䛀	訁𠂆又
䡊	車𠂆又
䣲	酉厶廾
䪛	𫝀口㐄釆田
䪤	韭釆田
䫶	木木乂乂大頁
䭵	馬凡
䮳	馬釆田
仮	亻𠂆又
凡	几丶
凢	丿几
凣	丨几
勫	釆田力
匥	匚厶廾
反	𠂆又
墦	土釆田
奿	丸女
婏	女兔
嬎	女⺈𫩏儿生
嬏	女釆田
帆	巾凡
幡	巾釆田
忛	忄凡
憣	忄釆田
払	扌厶
拚	扌厶廾
旙	方釆田
旛	方𠂉釆田
杋	木凡
柉	木乏
梵	木木凡
棥	木木乂乂
樊	木木乂乂大
橎	木釆田
氾	氵㔾
汎	氵凡
泛	氵乏
滼	氵木木凡
瀪	𠂉母攵白水
瀿	氵𠂉母攵糸
烦	火页
煩	火頁
燔	火釆田
犯	犭㔾
犿	犭亠卜
璠	𤣩釆田
畈	田𠂆又
畨	米田
番	釆田
盕	氵凡皿
矾	石凡
礬	木木乂乂大石
笲	竹厶廾
笵	竹氵㔾
範	竹車㔾
籵	米十
緐	𠂉母丿糸
繁	𠂉母攵糸
繙	糹釆田
羳	羊釆田
翻	釆田习习
膰	⺼釆田
舤	舟凡
舧	舟丿几丶
范	艹氵㔾
薠	艹火頁
藩	艹氵釆田
蘩	艹𠂉母攵糸
蠜	木木乂乂大虫
襎	衤釆田
訉	訁凡
販	貝𠂆又
贩	贝𠂆又
蹯	𧾷釆田
軓	車凡
軬	厶大車
輽	車厶大田
轓	車釆田
返	辶𠂆又
釩	金凡
鐇	金釆田
鐢	木木乂乂金
钒	钅凡
颿	馬風
飜	釆田飛
飯	飠𠂆又
飰	飠亠卜
饭	饣𠂆又
鱕	魚釆田
鷭	釆田鳥
𠆩	亻凡
𠒾	⺈𫩏儿龶母
𡁈	口辛辛
𡗹	大厶廾
𡜀	厶大女
𡤎	女⺈口匕匕兔
𡶉	山乏
𢇪	广𠂆又
𢐲	弓弓釆田
𢗰	心心
𢶃	扌火頁
𣔶	木艹氵㔾
𣳜	氵犭㔾
𤄑	氵竹目廾⺊又
𤄫	氵方𠂉釆田
𤬨	瓦凡
𤭍	瓦白八
𥃵	目凡
𥅒	目{击}
𥢌	禾釆田
𥹇	米厶廾
𥻫	コ米コ米
𥼞	米非灬
𦊻	囗又⺄木
𦜒	⺼一八八夂
𦦽	糸亠二口糸臼
𦨲	舟氵㔾
𦪖	舟釆田
𧀭	艹木木乂乂大
𧁉	艹甫方巴
𧉤	虫厶廾
𧊾	米虫
𧍙	艹氵㔾虫
𧢜	木木乂乂大見
𧦟	訁乏
𨆌	𧾷火頁
𨙮	凡⻏
𨟄	木木乂乂大口巴
𨠒	厶大酉
𩕏	釆田頁
𩡫	⺇馬
𩧅	馬木木乂乂大
𩨩	冎⺼𠂆又
𪖇	臼{鼠下}釆田
㑂	亻一内
㕫	口方
㤃	忄方
㧍	扌方
㯐	⻖𠂇工月木
䄱	禾方
䢍	辶方
䦈	E𠫔𠂇工
䲱	鳥方
仿	亻方
倣	亻方攵
匚	一𠃊
坊	土方
堏	木方土
妨	女方
彷	彳方
房	户方
放	方攵
方	亠丿𠃌
旊	方𠂉瓦
昉	日方
昘	日方
汸	氵方
淓	氵艹方
牥	牜方
瓬	方瓦
眆	目方
紡	糹方
纺	纟方
肪	⺼方
舫	舟方
芳	艹方
訪	訁方
访	讠方
趽	𧾷方
邡	方⻏
鈁	金方
錺	金艹方
钫	钅方
防	⻖方
髣	E𠫔彡方
魴	魚方
鲂	鱼方
鴋	方鳥
鶭	糹方鳥
𣄅	方𠆢一{一}丨口
𥫳	竹方
𨾔	方亻{隹右}
𩇴	非分
𩗧	⻖方風
𩲌	方鬼
𩷸	魚𠂉勹方
𪕃	臼{鼠下}方
㔗	弗力
㥱	忄匚非
㩌	扌弗貝
㫵	日非
㭭	木口{⺈}刂
㵒	氵弗貝
䆏	禾米田共
䈈	竹⺼巴
䉬	竹广癶弓殳
䑔	臼十巾
䕁	艹非木
䕠	艹广癶弓殳
䚨	⺈用癶弓殳
䛍	訁弗
䠊	𧾷非
䤵	金非
䨽	非己
䨾	广非
䩁	非毛毛毛
䰁	E𠫔彡彐⺢
俷	亻⺼巴
剕	非刂
匪	匚非
厞	厂非
吠	口犬
啡	口非
奜	非大
妃	女己
婓	非女
婔	女非
屝	尸非
废	广{𠃊丿}丶又
廃	广癶二儿
廢	广癶弓殳
悱	忄非
扉	户非
斐	非文
昲	日弗
暃	日非
曊	日弗貝
朏	月出
柹	木𠂔
棐	非木
榧	木匚非
橨	木十廾貝
櫠	木广癶弓殳
沸	氵弗
淝	氵⺼巴
渄	氵非
濷	水氵廿巾入入
犻	犭十巾
狒	犭弗
猆	非犬
疿	疒弗
痱	疒非
癈	疒癶弓殳
砩	石弗
笰	竹弗
篚	竹匚非
緋	糹非
绯	纟非
翡	非习习
肥	⺼巴
肺	⺼十巾
胏	⺼𠂔
胐	⺼出
腓	⺼非
芾	艹十巾
菲	艹非
萉	艹⺼巴
蕜	艹非心
蜚	非虫
蜰	⺼巴虫
裶	衤非
誹	訁非
诽	讠非
費	弗貝
费	弗贝
鐨	金弗貝
镄	钅弗贝
陫	⻖非
霏	雨非
靅	雨云弗貝
非	丨三丨三
靟	非毛
飛	飞飞丿廾
飝	飛飛飛
飞	㇈丿丶
餥	非𠆢丶艮
馡	禾日非
騑	馬非
騛	馬飛
鯡	魚非
鲱	鱼非
鼣	臼{鼠下}犬
𠏿	亻自田丌
𠮆	又又貝攵
